SUPP_ID,SUPP_NAME,COUNTRY_NAME,SUPP_CITY,SUPP_ADDR,DEBAR_FROM_DATE,DEBAR_TO_DATE,DEBAR_REASON,SUPP_ELIG_STAT,INELIGIBLY_STATUS,LAST_REFRESH_DATE
64964,MMK PROJECT SERVICES LIMITED,Tanzania,DAR ES SALAAM,"POST OFFICE BOX 593, #30 BURHANI COMPLEX, MAGORE ST. UPANGA",2014-01-31,2999-12-31,2002 Consultant Guidelines 1.25(a)(i)-(ii),DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
3816,ALL NIPPON ENGINEERING CORPORATION (ANEC),Japan,YOKOHAMA,,1999-10-27,2999-12-31,Consultant Guidelines 1.25(a)(i),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
3000,ALPHA CONSULTING & TRAINING,Burkina Faso,,,2004-10-25,2999-12-31,Consultant Guidelines 1.25(a)(i),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
99814,"CLOSED JOINT STOCK CO ""SHARORA""",Tajikistan,SHARORA DISTRICT,"KARIM DEVONA STREET 59, HISSAR RAYON",2011-11-21,2999-12-31,"Procurement Guidelines, 1.15(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
1662,AGRICULTURAL DEVELOPMENT SERVICES LTD.,United Kingdom,LONDON,,2000-02-11,2999-12-31,Procurement Guidelines 1.15(a)(i) & (ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
10446,FLAIR DEVELOPMENTS LTD.,United Kingdom,ISLE OF MAN,,2000-02-11,2999-12-31,Procurement Guidelines 1.15(a)(i) & (ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
16400,CANADAX TECHNOLOGIES,Canada,"VERDUN, QUEBEC",,1999-03-16,2999-12-31,Procurement Guidelines 1.15(a)(ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
17405,CHASE BERKELEY CAVENDISH LTD.,United Kingdom,LONDON,,1999-04-08,2999-12-31,Procurement Guidelines 1.15(a)(ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
19684,CROWN SAKURA LTD.,United Kingdom,LONDON,,1999-04-08,2999-12-31,Procurement Guidelines 1.15(a)(ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
20012,CYBERTEK INTERNATIONAL LTD.,United Kingdom,LONDON,,2000-02-11,2999-12-31,Procurement Guidelines 1.15(a)(i) & (ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
21524,DRILL TECHNOLOGIES & CO.,United Kingdom,LONDON,,2000-02-11,2999-12-31,Procurement Guidelines 1.15(a)(i) & (ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
21889,ECONOMIC CONSULTING GROUP,United Kingdom,LONDON,,2000-02-11,2999-12-31,Procurement Guidelines 1.15(a)(i) & (ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
34331,THRUST TECHNOLOGIES & CO.,United Kingdom,LONDON,,2000-02-11,2999-12-31,Procurement Guidelines 1.15(a)(i) & (ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
34375,TIMES INTERNATIONAL & CO.,United Kingdom,LONDON,,2000-02-11,2999-12-31,Procurement Guidelines 1.15(a)(i) & (ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
35091,UNITED BASEL LTD.,United Kingdom,ISLE OF MAN,,2000-02-11,2999-12-31,Procurement Guidelines 1.15(a) (i) & (ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
39828,IG-TOGO SARL,Togo,LOMÉ,"173 MOBUTU SESE SEKO BOULEVARD, BP 391",2011-11-22,2999-12-31,"Procurement Guidelines, 1.14(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
41890,INTER-RUSS LTD.,United Kingdom,ISLE OF MAN,,2000-02-11,2999-12-31,Procurement Guidelines 1.15(a)(i) & (ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
90379,EASTERN BUILDERS AND ENGINEERS LIMITED,Uganda,KAMPALA,P.O. BOX 9062,2012-01-31,2999-12-31,"Procurement Guidelines, 1.14(a)(i); 1.14(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
116301,"GLOCOMS, INC.",United States,CHICAGO,40 E.CHICAGO AVENUE # 200,2010-04-01,2999-12-31,"Consultant Guidelines 1.22(a)(ii), 1.25(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
55716,MD. ABDUR RAZZAK,Bangladesh,DISTRICT PABNA,"LAST KNOWN ADDRESS: RAHMAN COLONY, C/O ANISUR RAHMAN, 2ND FLOOR, THANAPARA, POST OFFICE ISHURDI",2011-08-31,2999-12-31,Consultant Guidelines 1.25(a)(ii),DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
57669,MIRNA INTERNATIONAL,United Kingdom,BERKSHIRE,,2000-02-11,2999-12-31,Procurement Guidelines 1.15(a)(i) & (ii),DEBARRED,Permanent,2026-09-23T05:00:01.779Z
344134,MARABEF GLOBAL LIMITED,Nigeria,ABA-ABIA STATE,PLOT 117 OKIGWE ROAD,2018-01-11,2999-12-31,"Procurement Guidelines, 1.14(a)(i)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
344135,MR. PATRICK ALOZIE ONWUKA,Nigeria,ABUJA,"SUITE B.39 SHIRKIR PLAZA, GARKI",2018-01-11,2999-12-31,"Procurement Guidelines, 1.14(a)(i)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
344133,MARABEF GLOBAL LIMITED,Nigeria,ABUJA,"SUITE B.39 SHIRKIR PLAZA, GARKI",2018-01-11,2999-12-31,"Procurement Guidelines, 1.14(a)(i)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
343788,NORTEX LINK LLP,Kazakhstan,"ALMATY, 050060","60A ZHANDOSOV STREET, OFFICE 406, BOSTANDYK DISTRICT",2018-01-05,2999-12-31,"Procurement Guidelines, 1.14(a)(iii) and 1.14(a)(v)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
344181,MR. PATRICK ALOZIE ONWUKA,Nigeria,ABA-ABIA STATE,PLOT 117 OKIGWE ROAD,2018-01-11,2999-12-31,"Procurement Guidelines, 1.14(a)(i)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
342698,"ZHONGTAI CONSTRUCTION GROUP HOLDING CO., LTD.",China,"HEBEI PROVINCE, 065099","NO. 20, GUANGYANG AVENUE, LANGFANG CITY",2018-01-12,2999-12-31,"Procurement Guidelines, 1.14(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
343101,"P-SQUARE ASSOCIATES, CO.",Philippines,CAINTA RIZAL,"LAST KNOWN ADDRESS: UNIT 4A, 4TH FLOOR, J&P BUILDING, LOT 3, BLK 17.V.V. SOLIVEN AVE 1, SAN ISIDRO",2018-03-13,2999-12-31,"Consultant Guidelines, 1.22(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
343427,NREM INTERNATIONAL INC.,Canada,"SUMMERLAND, BC V0H 1Z7",5914 GARTRELL ROAD,2018-11-29,2999-12-31,"Para. 1.22(a)(ii), May 2010 Consultant Guidelines",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
340931,NREM INTERNATIONAL INC.,China,"BEIJING, 100027","SUITE 1402, YUFEI PLAZA, 42 DONGZHIMENWAI DAJIE",2018-11-29,2999-12-31,"Para. 1.22(a)(ii), May 2010 Consultant Guidelines",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
340915,NREM INTERNATIONAL INC.,Canada,"OTTAWA, ONTARIO, K1P 1A4","SUITE 1150, WORLD EXCHANGE PLAZA, 25 O’CONNOR STREET",2018-11-29,2999-12-31,"Para. 1.22(a)(ii), May 2010 Consultant Guidelines",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
343102,ENG. JOSE PALAC,Philippines,CAINTA RIZAL,"LAST KNOWN ADDRESS: UNIT 4A, 4TH FLOOR, J&P BUILDING, LOT 3, BLK 17.V.V. SOLIVEN AVE 1, SAN ISIDRO",2018-03-13,2999-12-31,"Consultant Guidelines, 1.22(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
343108,RUTH ELI CUAREZMA FUENTES,Nicaragua,MASAYA,"C/O CORONADO INGENIEROS S.A., HOSPITAL HUMBERTO ALVARADO 1 CUADRA AL ESTE",2017-09-22,2999-12-31,"2006 Procurement Guidelines, 1.14(a)(i) & (ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
342699,"LUGANG GROUP CO., LTD.",China,"ZHEJIANG, 325014","3RD FLOOR, NO. 56 NIUSHAN NORTH ROAD, WENZHOU CITY",2017-12-19,2999-12-31,"Procurement Guidelines, 1.14(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
340933,ASIA PACIFIC CONSULTANT JOINT STOCK COMPANY,Viet Nam,HANOI,"NO. 2, LANE 12, NGUYEN NGOC NAI STREET, KHUONG MAI WARD, THANH XUAN DISTRICT",2018-11-29,2999-12-31,"Para. 1.22(a)(ii), May 2010 Consultant Guidelines",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
340932,HANOITC EXPERT JOINT STOCK COMPANY,Viet Nam,HANOI,"NO. 5, DINH CLUSTER, AN TRAI VILLAGE, VAN CAN COMMUNE, HOAI DUC DISTRICT",2018-11-29,2999-12-31,"Para. 1.22(a)(ii), May 2010 Consultant Guidelines",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
342700,"GUOJI CONSTRUCTION GROUP CO., LTD.",China,"SHANXI PROVINCE, 030012","NO. 26 HANXIGUAN STREET, BUILDING 38 #401, TAIYUAN CITY",2017-12-19,2999-12-31,"Procurement Guidelines, 1.14(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
336548,"CENTER FOR ENVIRONMENTAL STUDIES AND MANAGEMENT, INC. (CESM)",Philippines,METRO MANILA,"SUITE 210, QUADSTAR BLDG. NO. 80 ORTIGAS AVENUE, GREENHILLS, SAN JUAN CITY, 1502",2017-06-29,2999-12-31,"2006 Consultant Guidelines, para. 1.22(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
339762,MIDDLE SOUTH UNION ELECTRIC CO. LTD.,China,"YUEQING CITY, ZHEJIANG","WENZHOU BRIDGE INDUSTRY ZONE, BEIBAIXIANG TOWN",2017-10-31,2999-12-31,"Procurement Guidelines, 1.16(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
336546,PROYECTOS DIVERSOS INTEGRADOS SA DE CV (PRODIEL),El Salvador,SAN SALVADOR,"URBANIZACION NUEVOS HORIZONTES, FINAL CALLE 2, CASA NÚMERO 10, SAN MARTÍN, DEPARTAMENTO DE SAN SALVADOR",2017-09-13,2999-12-31,"Procurement Guidelines, 1.16(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
331611,INGENIEROS CIVILES ASOCIADOS S.A.,Bolivia,LA PAZ,"AV. 6 DE AGOSTO NO. 2577, EDIF. LAS DOS TORRES, PISO 9",2017-02-01,2999-12-31,"2010 Procurement Guidelines, 1.14(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
346814,NATIONAL ALIMENTATION SERVICES,Haiti,PORT-AU-PRINCE,"TABARRE 60 # 58, EN FACE DE LA SUNAUTO",2018-02-13,2999-12-31,"Procurement Guidelines, 1.15(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
346709,DATEX HAITI,Haiti,DELMAS,33 PARC INDUSTRIEL (SONAPI),2018-02-13,2999-12-31,"Procurement Guidelines, 1.15(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
346716,AVTOBANI LTD.,Georgia,TBILISI,"LAST KNOWN ADDRESS: APT. 44, #22 DIMITRY TAVDADEBULI STR.",2018-05-30,2999-12-31,"Procurement Guidelines, 1.14(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
346717,MR. SHALVA BUBUTEISHVILI,Georgia,TBILISI,"LAST KNOWN ADDRESS: APT. 44, #22 DIMITRY TAVDADEBULI STR.",2018-05-30,2999-12-31,"Procurement Guidelines, 1.14(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
349297,"SERVICIOS DE INGENIERÍA Y CONSTRUCCIONES, S.A. (SICSA)",Nicaragua,MANAGUA,"MEMORIAL SANDINO, SOMBRERO 3 C/A AL ESTE",2018-03-27,2999-12-31,"Procurement Guidelines, 1.16(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
346815,NATIONAL ALIMENTATION SERVICES,Haiti,PORT-AU-PRINCE,"39 TABARRE, 48 BLVD 15 OCTOBRE",2018-02-13,2999-12-31,"Procurement Guidelines, 1.15(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
346500,T&G LTD.,Georgia,TBILISI,"LAST KNOWN ADDRESS: APT. 44, #22 DIMITRY TAVDADEBULI STR.",2018-05-30,2999-12-31,"Procurement Guidelines, 1.14(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
353322,CONSTRUCTORA J. C. SEGURA CONSTRUCCIONES S.A. – GAVINOR S.R.L. – UTE,Argentina,4400 SALTA,PASAJE JOSÉ A. RUÍZ NO. 330,2018-01-31,2999-12-31,"2011 Procurement Guidelines, 1.16(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
353287,GAVINOR S.R.L.,Argentina,4400 SALTA,OLAVARRÍA 16,2018-01-31,2999-12-31,"2011 Procurement Guidelines, 1.16(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
355184,MR. ANDRE KOLL,Germany,BAD HOMBURG,"SCHOENE AUSSICHT 6, D-61348",2018-06-26,2999-12-31,"Procurement Guidelines, 1.14(a)(i)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
350271,NATIONAL BIO-MEDICAL PVT. LTD.,Nepal,KATHMANDU,"TRIPURAPATH, TRIPURESHWOR",2018-04-10,2999-12-31,"Procurement Guidelines, 1.14(a)(i)-(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
352931,MR. SHALVA BUBUTEISHVILI,Georgia,TBILISI,LAST KNOWN ADDRESS: VAZHA PSHAVELA 45,2018-05-30,2999-12-31,"Procurement Guidelines, 1.14(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
350272,MR. NABARAJ BASNET,Nepal,KATHMANDU,"MANAGING DIRECTOR, NATIONAL BIO-MEDICAL PVT. LTD., TRIPURAPATH, TRIPURESHWOR",2018-04-10,2999-12-31,"Procurement Guidelines, 1.14(a)(i)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
352921,T&G LTD.,Georgia,TBILISI 0131,"LAST KNOWN ADDRESS: DIDIDIGOMI TAVDADEBULI STR. 22, FLAT 44",2018-05-30,2999-12-31,"Procurement Guidelines, 1.14(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
352923,AVTOBANI LTD.,Georgia,TBILISI 0131,"LAST KNOWN ADDRESS: DIDIDIGOMI TAVDADEBULI STR. 22, FLAT 5",2018-05-30,2999-12-31,"Procurement Guidelines, 1.14(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
352924,AVTOBANI LTD.,Georgia,TBILISI,LAST KNOWN ADDRESS: VAZHA PSHAVELA 45,2018-05-30,2999-12-31,"Procurement Guidelines, 1.14(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
352925,MR. SHALVA BUBUTEISHVILI,Georgia,TBILISI 0131,"LAST KNOWN ADDRESS: DIDIDIGOMI TAVDADEBULI STR. 22, FLAT 5",2018-05-30,2999-12-31,"Procurement Guidelines, 1.14(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
352922,T&G LTD.,Georgia,TBILISI,LAST KNOWN ADDRESS: VAZHA PSHAVELA 45,2018-05-30,2999-12-31,"Procurement Guidelines, 1.14(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
368771,JULIO ENRIQUE REYNA ARREAGA,Guatemala,QUETZALTENANGO,"EDIFICIO PLAZA POLANCO. ZONA 1, TERCER NIVEL, ""COMICASA""",2018-06-04,2030-04-26,Cross-Debarment: IDB,DEBARRED,,2026-09-23T05:00:01.779Z
363812,PT. GUNAKARYA NUSANTARA,Indonesia,WEST JAVA,"JL. SURYALAYA XVIII NO. 13 – 15, BUAH BATU, BANDUNG 40265",2018-07-31,2999-12-31,"Procurement Guidelines, 1.25(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
362191,AFRICA RAILWAYS LOGISTICS LIMITED,Mauritius,EBENE,"AUGENTIUS FUND ADMINISTRATION (MAURITIUS) LIMITED LEVEL 3, ALEXANDER HOUSE, 35 CYBERCITY",2018-04-13,2999-12-31,IFC Anti-Corruption Guidelines,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
360292,M/S RKD CONSTRUCTION PVT. LTD.,India,"PATIA, BHUBANESWAR 751024","B-20, CHANDAKA INDUSTRIAL ESTATE",2018-03-27,2999-12-31,"Procurement Guidelines, 1.16(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
357426,MR. KHUDA DAD,Pakistan,BALOCHISTAN,"PLOT NO. 10205 RIGHT PORTION, MONDAHRA COLONY, GULSHAN-E-NAVEED, HUB TOWN LASBELA",2018-06-05,2999-12-31,"Procurement Guidelines, 1.15(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
356704,LATIFI CONSTRUCTION AND ROAD CONSTRUCTION COMPANY,Afghanistan,KABUL,"HEAD OFFICE ADDRESS #1: 10TH STREET MAIN ROAD OF WAZIR AKBAR KHAN, NEXT TO THE CHILDREN HOSPITAL",2018-06-12,2999-12-31,"Procurement Guidelines, 1.16(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
357070,JOYLUCK VENTURE INDIA PVT. LTD.,India,"NEW DELHI, SOUTH DELHI, 110048",S-481 GREATER KAILASH-II,2019-10-07,2999-12-31,Controlled Affiliate of a Sanctioned Entity.,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
357076,CHASHA LANDS PVT. LTD.,India,"NEW DELHI, SOUTH DELHI, 110048",S-481 GREATER KAILASH-II,2019-10-07,2999-12-31,Controlled Affiliate of a Sanctioned Entity.,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
357380,ALAM & SONS GOVERNMENT CONTRACTOR & GENERAL ORDER SUPPLIER,Pakistan,BALOCHISTAN,"PLOT NO. 10205 RIGHT PORTION, MONDAHRA COLONY, GULSHAN-E-NAVEED, HUB TOWN LASBELA",2018-06-05,2999-12-31,"Procurement Guidelines, 1.15(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
356705,LATIFI CONSTRUCTION AND ROAD CONSTRUCTION COMPANY,Afghanistan,KABUL,"HEAD OFFICE ADDRESS #2: HOUSE #485, 15TH STREET, MAIN ROAD OF WAZIR AKBAR KHAN, BACK SIDE OF FINEST STORE",2018-06-12,2999-12-31,"Procurement Guidelines, 1.16(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
356354,M/S TECHFAB INTERNATIONAL PVT. LTD.,India,NEW DELHI 110019,"507 EROS APARTMENTS, 56 NEHRU PLACE",2019-05-07,2999-12-31,"2010 Proc. Guidelines, 1.14(a)(ii); 2011 Proc. Guidelines, 1.16(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
378386,MR. FRANCISCO ANTONIO BARAHONA MONTALVÁN,Honduras,OLANCHO,"1 CUADRA ANTES DE LA UCEM, CATACAMAS",2018-11-27,2999-12-31,"Consultant Guidelines, 1.22(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
381095,EFEMAZ CONSTRUCTION AND GE. SERVICES LIMITED,Nigeria,DELTA STATE,"NO. 1 ERHURHIE STREET, EKIUGBO, UGHELLI",2018-12-13,2999-12-31,"Procurement Guidelines, 1.16(a)(i)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
381102,MR. EFE MICHAEL UDUMEBRAYE,Nigeria,DELTA STATE,"NO. 1 ERHURHIE STREET, EKIUGBO, UGHELLI",2018-12-13,2999-12-31,"Procurement Guidelines, 1.16(a)(i)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
381101,EFEMAZ CONSTRUCTION AND GE. SERVICES LIMITED,Nigeria,F.C.T.,"HEAD OFFICE: PLOT 491, T.O.S. BENSON STREET, UTAKO DISTRICT, ABUJA",2018-12-13,2999-12-31,"Procurement Guidelines, 1.16(a)(i)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
378387,MR. FRANCISCO ANTONIO BARAHONA MONTALVÁN,Honduras,TEGUCIGALPA,COL. LOMAS DE JACALEADA B “E” C-3514,2018-11-27,2999-12-31,"Consultant Guidelines, 1.22(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
375917,MARCO VINICIO ARREAGA ESTRADA,Guatemala,CIUDAD DE GUATEMALA,"15 AVENIDA 19-43, ZONA 10",2018-08-01,2027-06-25,Cross-Debarment: IDB,DEBARRED,,2026-09-23T05:00:01.779Z
390679,MS. DULCE MARÍA QUINTANILLA GRANADOS,Nicaragua,"(Z1Q-10), MANAGUA","CIUDAD SANDINO, CUERPO DE BOMBEROS 1 C. AL LADO ½ C. ABAJO, 75 VRS. AL LADO",2019-02-15,2999-12-31,"Procurement Guidelines, 1.14(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
388419,SOCIÉTÉ TUNISIE TRAVAUX,Tunisia,"CITÉ RIADH, 4023 SOUSSE",RUE ABOU BAKER ESSIDIK,2019-02-05,2999-12-31,"Procurement Guidelines, 1.16(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
385906,PT. AREABANGUN PUTRA SEJATI,Indonesia,WEST JAVA,"CIPAGANTI DREAM LAND A-1, JL. JENDRAL A.H. NASUTION (RAYA UJUNGBERUNG), BANDUNG 40612",2019-01-23,2999-12-31,"Procurement Guidelines, 1.15(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
385760,EMMAJOKO NIG ENTERPRISES,Nigeria,DELTA STATE,"NO. 4 ONYEMEKAIHA CLOSE, OPP. THE AIRPORT, WARRI, OKPE L.G.A",2019-01-29,2999-12-31,Consultant Guidelines 1.23(a)(i),DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
385776,MR. HENRY CHINEDU OJOKO,Nigeria,DELTA STATE,"PROPRIETOR, EMMAJOKO NIG ENTERPRISES, NO. 4 ONYEMEKAIHA CLOSE, OPP. THE AIRPORT, WARRI, OKPE L.G.A",2019-01-29,2999-12-31,Consultant Guidelines 1.23(a)(i),DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
392385,IM DISTRIBUCIONES,Honduras,,,2019-03-01,2999-12-31,Controlled Affiliate of a Sanctioned Entity.,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
412306,MR. KLEMEN JERIN,Germany,85551 KIRCHHEIM,MAGDALENENWEG 26,2020-02-25,2033-08-23,Corrupt Practice,DEBARRED,,2026-09-23T05:00:01.779Z
411210,PETROWACO PROPERTY JOINT STOCK COMPANY,Viet Nam,HA NOI,"NO. 52 QUOC TU GIAM, VAN MIEU WARD, DONG DA DISTRICT",2022-09-26,2999-12-31,Controlled Affiliate of a Sanctioned Entity,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
414781,"SHANGHAI HETAI CONSTRUCTION ENGINEERING CO., LTD.",China,SHANGHAI CITY,"NO. 289, ZHUJING TOWN, JINSHAN DISTRICT",2019-07-16,2999-12-31,"Procurement Guidelines, 1.14(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
411185,VIETNAM WATER AND ENVIRONMENT INVESTMENT CORPORATION – JSC,Viet Nam,HANOI,"52 QUOC TU GIAM, VAN MIEU WARD, DONG DA DISTRICT",2022-09-26,2999-12-31,Fraudulent Practices,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
411211,TECHONOLOGY SERVICES JOINT STOCK COMPANY (TSC),Viet Nam,HA NOI,"3RD FLOOR, THANH BINH BUILDING, N07, B2, THANH THAI ROAD, CAU GIAY",2022-09-26,2999-12-31,Controlled Affiliate of a Sanctioned Entity,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
411212,PVOIL-PHU THO JOINT STOCK COMPANY,Viet Nam,HA NOI,"148, HOANG QUOC VIET, CAU GIAY",2022-09-26,2999-12-31,Controlled Affiliate of a Sanctioned Entity,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
411213,DAI VIET DUCTILE IRON PIPES LIMITED COMPANY - WAHSIN,Viet Nam,DONG NAI,"NO. 2, ROAD 4A - BIEN HOA II INDUSTRIAL PARK",2022-09-26,2999-12-31,Controlled Affiliate of Sanctioned Entity,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
411214,"SUOI DAU WATER SUPPLY, DRAINAGE INVESTMENT AND CONSTRUCTION JSC",Viet Nam,KHANH HOA,"4TH FLOOR, 58 YERSIN, PHUONG SAI WARD, NHA TRANG WARD",2022-09-26,2999-12-31,Controlled Affiliate of a Sanctioned Entity,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
411202,DRILLING AND WATER SUPPLY SEWERAGE CONSTRUCTION JSC (VIWASEEN.11),Viet Nam,HO CHI MINH CITY,"NO.10 PHO QUANG, WARD NO. 2, TAN  BINH DIST.",2022-09-26,2999-12-31,Controlled Affiliate of a Sanctioned Entity,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
397637,"JIANGXI PROVINCE QUNLI CONSTRUCTION CO., LTD.",China,"JIANGXI, CHINA 414000","NO. 293 YONGFENG AVENUE, GUANGFENG DISTRICT, SHANGRAO CITY",2019-04-18,2999-12-31,"Procurement Guidelines, 1.14(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
397648,"YULIN YUYANG DISTRICT XINGYUAN HYDROPOWER ENGINEERING CO., LTD.",China,"YULIN CITY, SHAANXI PROVINCE, CHINA 719000","158 NORTH XINJIAN ROAD, YUYANG DISTRICT",2019-04-26,2999-12-31,"Procurement Guidelines, 1.14(a)(ii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
594192,"XINGGUO CHANGTAI LANDSCAPING ENGINEERING CO., LTD.",China,"GANZHOU CITY, JANGXI PROVINCE","NEXT TO ROAD 319, XINZHAI GROUP, MAOLING COMMUNITY, ECONOMIC DEVELOPMENT ZONE, XINGGUO COUNTY",2021-07-26,2999-12-31,Controlled Affiliate of a Sanctioned Entity.,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
692834,STROY MONTAJ INVEST,Uzbekistan,TASHKENT CITY,"125 NEMAT BERK STREET, MIRZO ULUGBEK DISTRICT",2018-06-13,2999-12-31,"Jan. 2011 Procurement Guidelines, Paras. 1.16(a)(ii) & 1.16(a)(iii)",DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
596697,DENA RAHSAZ CONSTRUCTION CO. CJSC,"Iran, Islamic Republic of",TEHRAN,"NO. 3, 8TH ALLEY, BEYHAGHI BLVD., ARGENTINE SQ.",2022-04-01,2999-12-31,Fraudulent Practice,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
594193,"GANZHOU CHANGYUN CONSTRUCTION ENGINEERING CO., LTD.",China,JIANGXI PROVINCE,"OFFICE BUILDING NO. 3, 4, BUILDING C, PROSPERITY PLAZA, NO. 12, TANERSHANG ROAD, ZHANGGONG DISTRICT, GANZHOU CITY",2021-07-26,2999-12-31,Controlled Affiliate of a Sanctioned Entity.,DEBARRED,Ongoing,2026-09-23T05:00:01.779Z
